x,y,z
-0.2509207492821728,0.9014323858833969,0.4639887980575333
0.19731734116569277,-0.6879644921554445,-0.6880125062181865
-0.883836359880514,0.7323540884640182,0.2022302978357047
0.4161460465700499,-0.9588356284543962,0.9398260662526224
0.6648878707290943,-0.5753249238029913,-0.6363537070179176
-0.633193949605498,-0.39151696325877433,0.04951304121212865
-0.13611022766458586,-0.4175439491478416,0.2237056837180999
-0.7210153846388163,-0.41571177886909705,-0.2672776537454845
-0.0878601443200085,0.5703532697025449,-0.6006538809214192
0.028469719568314605,0.18482880299084037,-0.907100496440176
0.21508921054651747,-0.6589517716051455,-0.8699000476779636
0.8977733959345806,0.9312672780241311,0.6167959075161601
-0.3907726807828681,-0.8046594846458232,0.36846771766664826
-0.11969575375614047,-0.7559268800990447,-0.009647470224904661
-0.9312266258927304,0.8186436194952245,-0.4824410176718644
0.32504594359396954,-0.37658002571487736,0.04013556698081261
0.09341924249763493,-0.6302929525772227,0.9391731670887463
0.5502668327411788,0.8790008680204563,0.7896586602611898
0.19579879685660276,0.8437506400677393,-0.8230180820839501
-0.6080360849042854,-0.9095491524727918,-0.34933849489095964
-0.22264704028993623,-0.4573030851668018,0.657476467743113
-0.28649523428645085,-0.43813286719829586,0.0853915056389973
-0.7181540596939026,0.6043959384884594,-0.850901383282051
0.9737774990960166,0.5444910389283195,-0.6025692083031852
-0.9889594348224685,0.6309241708295438,0.413715505294718
0.4580148772586117,0.5425425660780514,-0.8519146072923042
-0.2830682801788799,-0.7682656140522297,0.7262086054100293
0.2465973801478118,-0.338206125738639,-0.8728878702294706
-0.37803805272039326,-0.3496339327297237,0.45921453937362405
0.27511525203175763,0.7744329002963526,-0.05556660526793508
-0.7608150106344548,0.42648996566264286,0.521571509208294
0.12255439393127486,0.541936783872677,-0.012408432516448086
0.04546469899803001,-0.1449182916861622,-0.9491662179221715
-0.7842204502423052,-0.9371456649756996,0.2728209348478705
-0.37128937208393326,0.017141992015476143,0.8151362610660888
-0.5014183980941564,-0.17923414081125702,0.5111045277497781
-0.542403840276201,-0.8460435511206338,-0.4204973271574858
-0.6775592603690064,0.8593990038568295,0.616242398269808
0.2668077153491002,0.7429241778980689,0.6073460022991672
-0.6268614412553334,0.7851208878608195,0.0786860602832348
0.6148853040705725,0.7921879382040378,-0.3640000473258074
-0.7798996656560939,-0.5441312748450203,-0.14578517373139485
0.636031177644498,0.7214634150661352,-0.9860989330499356
0.02149403036162864,-0.16517869977396613,-0.5557872804006605
-0.7602719538479669,-0.3247699938183736,0.8858217237122623
-0.35359625790901156,0.03758210700146498,0.4060395386579444
-0.27274212016312294,0.9435668868515092,0.9248971109041123
-0.49643727348113936,-0.0055034846880684446,-0.3982443787242942
-0.43032007358284113,-0.9262310090092206,0.21912867940675385
0.0053582628626431825,-0.8970445352693466,-0.4427077482067057
0.8165363709688106,-0.5208777360535856,-0.7102134910276515
-0.021094787378904432,0.9713051316019703,-0.515890849108908
0.3442713641378632,0.5232401246060423,-0.5247255544008693
0.4564343224557033,-0.26443420107193505,0.26461274035259447
0.26706002314834176,0.07154982498218325,-0.8194238957159431
0.6706032539610911,-0.3584389904676375,-0.6269601333000815
-0.9184538400426419,0.18178742505026224,0.3551294608009251
-0.9668281979995467,0.024185530110036733,-0.5470099025938262
0.29034500346034264,-0.6512739785634045,0.38187878519510543
-0.22653023537662126,0.873463803729572,-0.7249599101804782
-0.31786783250744244,-0.7730564664782233,0.8493918290480515
0.7546821693896164,-0.48411868537294556,0.3199692544439898
0.6344463031316603,0.11040194483770348,0.05930115063547214
-0.5162976206326807,-0.8137984994999197,0.794434563617478
0.8008397974442697,0.266204150228557,-0.3219411087278061
-0.30158195979370556,0.45191273850981195,0.7942236208650663
0.7741772066978448,0.5597523778844421,0.28406231144794525
-0.8317222520005487,-0.6767441798044637,0.7971105266510262
0.21285804134047245,-0.9816100955094547,-0.797059465632805
0.3270046453292836,-0.9898810248978192,-0.6783848776001068
0.09746668611818987,0.3837930353302389,0.30392404664320205
-0.5514626376947003,0.4243599401724609,-0.525504370759702
-0.3492018103407109,0.49298512796917315,0.2992668842286757
0.6984492233938112,0.31522775480683424,0.13661678264313692
-0.8126540411190074,-0.26456914764796724,-0.4695967771887031
-0.5120241246638657,0.9460245485434401,-0.2138055904376534
0.7840939446570424,0.26227889769070717,0.5896244008057578
0.005274630224551507,0.15380865775342822,-0.014964899896660186
-0.609517411388547,0.44490649348083394,-0.43845509483359274
-0.9513672883284253,0.29093782476674074,-0.645780814685216
0.8809190936511396,0.9078601778476056,0.8297311747854522
-0.25968301238994274,-0.969090497438922,0.8566397950116894
-0.1436311018871095,0.933312279244725,0.9272425677343007
0.7060214085016319,-0.41110403644345045,-0.2298044818981635
0.7022816643786481,-0.36615712957775154,-0.6610219679289357
0.11360250019915909,0.8723132703876083,0.39206144488522404
0.14012296542124367,-0.8056506163567375,0.2300149296039561
0.9801118087444121,-0.7198340327251048,0.03665987854196178
0.7547489621554805,0.48153905351342224,0.3940327214526365
0.40496926307119135,-0.2810200444372949,-0.4128171005373076
0.6187238869274153,0.6202293899752741,0.7341481473305025
0.8264851283410354,0.022684560088859124,0.0030322103804531902
0.5965929735210989,0.2999295735975876,0.40393467052260373
0.5915833850605455,0.7800123194222474,-0.32400472594593205
-0.24883598453991557,-0.812041430604854,0.15656104415814215
-0.9281200945282432,-0.06880503542066962,0.08528984381205022
-0.42691644442652416,0.18166617420037465,-0.9390066309649092
-0.9253071644353646,0.6452028031113516,-0.2796189024037646
-0.7458817893901665,0.04448672303223868,0.5399893938267556
-0.5683614070769746,0.24578172482327582,-0.8293075878590428
-0.8966407886595156,0.06271042888127112,0.08127076166350936
0.27486025710975065,0.45218389776343815,0.9517086279167104
0.0325981718213886,-0.35408603936950195,0.5903717578200571
-0.458336996586844,-0.12205850020526154,-0.8430916893142694
-0.9493011541143728,0.9252994061737685,0.6719615313922447
0.39195013217602354,-0.18209657627492168,-0.6534170337331258
-0.6871294306544017,-0.4995164063181918,0.09845377524654524
0.42919315977329153,0.320396092339518,-0.440133472102659
0.9097348083967106,0.4757953907481522,0.10870772112602255
0.22344019979010463,-0.16080155060777054,-0.5045405908538821
-0.28805396517706394,0.515691910399352,-0.9712172773400413
-0.7678571163683907,-0.9079975496160116,-0.9185445702774281
0.7109238888997219,0.40731764689039024,-0.0516530847632041
-0.8043350505991744,-0.016768606587464447,-0.05305643247148751
-0.6535991598558563,-0.13229740555761524,-0.20299152167533924
0.23170069079999767,0.2701887197782827,-0.9093958251762302
-0.2507768881686095,0.251720513618879,0.006273467336729638
0.7129825409063116,0.3173881069411305,-0.6741339124862922
-0.8588656042380713,0.2848384065893513,-0.9469809601355614
0.17155177101771013,0.8804638909794898,0.15094858600119865
-0.22366133058231916,0.28657887903855245,-0.08349539843767871
0.09123399812407229,0.8829330050265669,-0.22779376846656726
0.9223836755367765,0.8107040571080877,-0.6084188665484338
-0.8612805991747975,-0.79844508203338,-0.9635589173184482
-0.8111167160927504,0.36601482097601623,-0.8576250258479483
-0.3620507027898407,0.6897551122616625,-0.9534598729318217
0.6289391026575204,-0.4362918550810927,-0.7636745292297774
0.3934750575694541,0.2578872568574401,0.7549476496814199
0.47014386588476503,0.6069644636706358,-0.4359313440980844
-0.6451227803124879,0.5012302136884296,0.6136716450126027
0.9810165368447611,-0.17477005142602045,-0.2559711974214489
0.5528285809037706,-0.3183934493057982,0.8615181187661815
0.7168285671587489,-0.142012700716534,0.5017438989951245
0.5090884717280825,-0.79375674239744,0.805109453508295
0.010504833616422366,0.6529171317756527,-0.3599021507705384
0.7910493057163277,-0.2215969005801338,-0.9783284521290699
0.8107664749314316,-0.8174292775132589,-0.3613729999546208
0.9001266506517009,0.9012169912699859,0.14687661117768705
0.26367358676761415,-0.10310886872519322,-0.41357819381805283
-0.34267162448556093,0.3450381004659742,0.5047509787783654
0.5831606770881518,0.5792387339113756,-0.8175909191219547
-0.011158879208261337,-0.8848877851114784,0.09905468568749907
-0.1169369494237283,0.7753986153272371,-0.29816830506892056
-0.7658688372076471,-0.7140189308634584,0.5230227006373633
0.23643600168543322,-0.7977580570447156,-0.8317886560071975
0.40194165537981213,-0.8544764654226874,0.6437192384213962
0.41248322538981,-0.837305581114498,-0.8303247605973536
0.9732836950385854,-0.2514627683342433,-0.2587167828287237
0.6256004127644937,0.8944995915813432,0.9720053438297378
0.5067569230777405,-0.24747998628439546,-0.8330016823055351
0.5542957613921508,0.11680942009924317,-0.15155651386103355
0.8127109612560417,-0.7776080322898279,-0.014749164796389396
-0.9772955724120327,-0.06267915146748292,-0.8873957651626163
-0.762368986702369,-0.7649492723255139,0.2984210343683227
0.4920912041195092,0.16673811343965614,0.924350314916126
-0.25026111771073833,-0.42857570116595467,0.7372033902794403
-0.5528098661478699,0.926447749388558,-0.9756934735013859
0.9397602530479315,-0.9136819159374556,0.7822868366536863
0.05540199726886258,0.9859334313167167,-0.8524092851574571
0.10770798135781003,0.93860954991541,0.046195193665719336
0.25879826894212393,0.39149916432477233,-0.09091815653702359
0.25511622216420987,0.1686306236665925,0.8023203648272108
-0.9091108983143961,-0.4380737859033773,0.9008251606508213
0.780531103271707,-0.0886878316808099,0.24026471556591888
-0.4452395378089802,-0.6237600093753427,-0.07260403428061168
-0.2932954633659195,0.16731306998389572,-0.8445343023836791
0.9487922360532193,0.9724244192547624,0.39632417705685496
0.07219581229793665,-0.38094762860396153,0.6275946233400251
0.36946833428981785,-0.6747716155321324,0.8218562998494109
0.645076069183421,0.8996035177566872,0.45143986640642286
0.22683171449472936,-0.16351442907848784,0.8654624866217447
0.7321300226590304,-0.9095648433238916,-0.9472691835305924
-0.2470741334225907,0.6211084613145291,0.9745558832914114
-0.6991695324526944,0.18826229111102816,-0.23821860167747735
0.9398322177595229,0.6842365017451745,0.6766617473338613
-0.0626149425594911,-0.1703618419963079,-0.4531868689315381
-0.8872522762892529,0.7294464248115436,0.6258034486174572
0.9994387657226369,0.9932771350165838,0.11086347838964274
0.5379755374320535,0.8895351739442112,0.6992950417398046
-0.5053066125239568,-0.09891250761096336,-0.7416830934015315
0.9081067509608456,0.21234973153723777,-0.542716020687458
0.3434023671422092,0.23625820181993643,-0.28367501202626255
-0.7728883056423096,0.34314786358873206,0.04061570431086644
0.5446396969058831,0.040325751904280616,0.7043655330939739
0.10381202929858434,0.12187670015923587,0.7533104084383769
-0.1930343457823028,-0.7319713225678725,-0.9424389513121111
0.5102748126061951,0.24061912279663228,0.4081607351990789
-0.574073359872325,-0.7272582235945391,-0.9709152767789584
-0.29882691168391545,0.17983559941996632,-0.21551303994991924
-0.12505449205855734,0.8083338337136452,-0.30349165980577597
0.027978768542447283,0.5673081096371425,-0.20691471608135517
0.2441725852643879,0.7247293847256531,0.8990418518152666
-0.7058561054064965,0.8531787297766378,-0.015767799319881877
-0.48351248723782686,-0.08172818195850225,0.9600689352102126
-0.014763817051265112,-0.34249846511639553,0.26680387624703283
-0.5197099271520659,-0.8482787146006827,-0.7422443498605883
-0.7439121720825501,-0.6961960302925168,-0.7223474007616806
0.28175006679895226,-0.6362425845352833,-0.3086651256307907
0.7935809194753136,-0.052076911596691144,0.33511779141955994
-0.655363030553789,-0.6154218385083047,-0.918266007043667
-0.6621329756558165,-0.442819084629537,-0.6459808188229008
-0.8225968336844489,-0.7587306785297374,-0.07844254050130553
-0.5873366548238135,-0.27146337485843364,0.0068434721909170805
0.3807903644230456,-0.9213823430366432,0.5988198040382781
0.2557988610855254,-0.8364853583702085,0.7471601636389447
0.8417480474992588,-0.8778480232459742,-0.44624687465067614
0.6124053839938843,0.4965217670427218,-0.6309599096812245
-0.5813025072581781,-0.2590531601429642,-0.030963817705058672
0.23651131601368922,-0.2621750686324052,-0.07493146790588194
0.494943283751207,-0.9266375705427904,-0.4951269004785577
0.4267010417596443,0.7904169859613214,0.02335530229809893
0.06422694570876668,-0.7856585069870813,-0.10517436852367554
0.0652343168940511,-0.5150597300805987,-0.4615149426730649
-0.24543348069558166,-0.9598615263808258,-0.3558414254592213
-0.5771060760202492,-0.3450057045189567,-0.760478700141578
0.7810584122794895,0.1871849202860848,0.3582059137812533
0.5783447000421427,-0.003115028997480906,-0.8261629341823199
0.07421314389681447,0.17368382362522528,0.49088166424806623
-0.13668245500119236,-0.7448412134165351,-0.4324486722391756
-0.2738370435097967,0.29183656790163515,0.14155817587182318
-0.2878072927507515,0.973034207759788,0.21155005020230466
-0.5255482540928371,-0.7964355399905132,-0.6942813575105805
-0.5080857378617641,-0.6786378327682406,-0.6268669405505389
-0.4298109996145574,-0.6532535981572472,0.7935348081654967
-0.8395368629875412,0.049022993337190485,-0.17920730354489386
0.9647616724630872,-0.7759270222513985,-0.20428988000344153
0.9389441022053984,0.7310189135014942,0.6341429035886309
-0.48419580305621546,-0.6582266171740471,0.33728757919649616
0.8587569839697687,0.1135260022824125,0.14322557140034273
-0.4400431531406664,0.5389879618168744,-0.6259142071808449
-0.3526442764193637,-0.1491256908213704,0.015218811566400776
-0.5151822334143821,-0.7703290879772278,0.2212390983036713
-0.4227407269901983,0.1624769180967807,-0.6912762228591472
-0.03772059863485345,0.06517812441712464,-0.8963565881980766
-0.3267926407457077,-0.731172153600702,-0.8732532027216069
0.9799241077224471,-0.3552932912906934,0.6197507293464168
-0.4907210175463378,0.36300634117839614,0.5204575187514365
0.19127760969633578,-0.0568472058401129,-0.1763187209546392
-0.3022646522322692,0.859061407374302,0.6612410128271239
0.9300568897923013,-0.7514070811700645,0.4617368289963139
0.8766842179374121,-0.6375355559945921,-0.8670104311806248
0.48224200946867724,0.14894695452771825,0.6836594986818801
-0.7204582231158982,0.5905366671174503,-0.5967470786009306
-0.6726902889690969,-0.6714699799139543,0.6291517593291052
0.3303954859635869,0.046131826611060855,-0.28233929013408954
0.7544044470572273,-0.2151111124652841,0.6332017190446301
-0.12173064502908858,-0.24611221756697924,-0.07464243169747352
-0.3972458671533913,0.4952212456004678,0.00544100105741767
-0.5355765757465724,0.7991513232147783,-0.23221880096695113
